PID,Yr_Sold,Mo_Sold,Gr_Liv_Area,Longitude,Latitude,Sale_Price
0528439060,2009,9,1432,-93.64236,42.053212,245000
0528441020,2009,2,1971,-93.641251,42.053258,253000
0528441090,2009,10,2490,-93.641296,42.053108,468000
0528456180,2009,7,1852,-93.650321,42.051804,252678
0528456220,2009,6,1590,-93.6504,42.051797,210000
0528456240,2009,9,1218,-93.65044,42.051793,208300
0528458020,2009,10,1436,-93.650417,42.051645,225000
0528458040,2009,9,1314,-93.650377,42.051648,229456
0528458060,2009,5,1402,-93.650338,42.051652,229800
0528458140,2009,5,1530,-93.648275,42.050406,250000
0528458160,2009,10,1766,-93.648809,42.051717,370878
0528458180,2009,6,1448,-93.648778,42.051795,238500
0528477050,2009,4,2007,-93.643001,42.052337,310000
0528477070,2009,7,1795,-93.64287,42.052346,270000
0528480040,2009,5,1953,-93.643842,42.052127,252000
0528480130,2009,10,1550,-93.642474000000007,42.05142,241000
0528480170,2009,10,1836,-93.643752,42.051378,264500
0528482040,2009,3,1662,-93.640847,42.052122,291000
0528482130,2009,11,2094,-93.641746,42.051414,263000
0528488100,2009,10,1221,-93.643131,42.051247,185000
0528490040,2009,8,1553,-93.641501,42.051251,234500
0528490070,2009,3,1653,-93.639832,42.050895,209000
0531363010,2009,4,1218,-93.69153,42.037557,159000
0531363030,2009,6,1141,-93.69201699999999,42.037611,152000
0531363050,2009,8,1158,-93.69247200000001,42.037661,143500
0531369010,2009,1,1812,-93.69143,42.036001,193000
0531369020,2009,1,1512,-93.691506,42.036011,203000
0531371050,2009,8,1200,-93.691707,42.035282,184900
0531375040,2009,5,1114,-93.691868,42.037923,159000
0531375090,2009,8,1114,-93.691068,42.038127,142000
0531375130,2009,6,1114,-93.690159,42.037756,153000
0531376090,2009,2,1450,-93.690402,42.037434,224243
0531379050,2009,4,2122,-93.689136,42.036852,220000
0531382070,2009,9,1844,-93.69139,42.03607,257000
0531385020,2009,4,1434,-93.6888,42.036905,189000
0531450120,2009,11,1730,-93.687843,42.036576,171500
0531452010,2009,4,1217,-93.686263,42.034533,120000
0531452070,2009,2,1332,-93.686267,42.035518,145000
0531452260,2009,10,1540,-93.687804,42.037607,184000
0531453100,2009,7,1400,-93.685037,42.035968,162000
0531475220,2009,5,1882,-93.683957,42.035756,160000
0531477020,2009,9,841,-93.6790752,42.0365385,82000
0531479020,2009,10,784,-93.680198,42.035287,76000
0532353020,2009,11,980,-93.67636399999999,42.035806,110000
0532353130,2009,7,980,-93.677008,42.034747,135000
0532354160,2009,6,864,-93.674051,42.034615,141000
0532354230,2009,7,864,-93.675716,42.035289,122000
0532376070,2009,5,1020,-93.669554,42.03466,124100
0532376110,2009,10,912,-93.669538,42.035331,129000
0532377130,2009,3,1144,-93.673518,42.034595,131400
0532378120,2009,12,864,-93.669707,42.034602,62383
0532378180,2009,10,912,-93.669845,42.034581,123000
0532478020,2009,4,2014,-93.660327,42.037236,275000
0533135020,2009,7,1755,-93.650333,42.047669,235000
0533206020,2009,7,3005,-93.647765,42.047627,280750
0533210010,2009,6,1224,-93.646316,42.048416,164500
0533210020,2009,6,1224,-93.646338,42.048488,173733
0533213010,2009,1,1726,-93.64703899999999,42.047338,222000
0533213020,2009,3,1256,-93.64691599999999,42.047253,195000
0533213040,2009,3,1471,-93.644205,42.047101,172500
0533221040,2009,8,1512,-93.64566,42.046144,180000
0533223030,2009,9,1452,-93.645482,42.046418,156000
0533236050,2009,8,1739,-93.641799,42.047171,172500
0533252040,2009,6,1694,-93.645923,42.043782,318750
0533253070,2009,9,1226,-93.649358,42.042652,211500
0533254050,2009,6,1740,-93.648057,42.043553,241600
0533254110,2009,1,2499,-93.645546,42.043019,180500
0533352150,2009,6,1620,-93.65921,42.034509,150000
0534125080,2009,5,1556,-93.635342,42.047708,154000
0534127130,2009,2,1442,-93.634634,42.048009,185000
0534127170,2009,8,1489,-93.634803,42.04896,185750
0534128010,2009,11,2090,-93.631971,42.048761,200000
0534128020,2009,6,2067,-93.631881,42.04876,206000
0534128100,2009,12,1395,-93.631519,42.047652,162000
0534128190,2009,5,2640,-93.633163,42.046476,256900
0534129080,2009,6,1724,-93.631851,42.046476,197900
0534129370,2009,8,1336,-93.632537,42.045806,163000
0534129380,2009,8,1216,-93.632823,42.045799,113000
0534151120,2009,11,2288,-93.637964,42.043236,230000
0534152120,2009,4,1334,-93.637905,42.043842,167900
0534175080,2009,6,1680,-93.632647,42.043673,213250
0534177230,2009,11,1665,-93.631899,42.044693,227000
0534200030,2009,6,864,-93.628903,42.048796,130000
0534202170,2009,3,1568,-93.62704699999999,42.0467129,143000
0534226120,2009,7,925,-93.624612,42.046635,117500
0534250400,2009,5,2061,-93.630714,42.044821,168500
0534251030,2009,5,1320,-93.627416,42.043935,172500
0534252240,2009,9,1342,-93.625775,42.043145,161500
0534275060,2009,8,894,-93.622991,42.043135,141500
0534275100,2009,9,864,-93.622465,42.042241,118000
0534276040,2009,10,864,-93.623485,42.044843,127500
0534277090,2009,5,1362,-93.622635,42.044774,140000
0534278070,2009,7,1728,-93.622476,42.044926,177625
0534278230,2009,7,1776,-93.623411,42.04488,110000
0534400050,2009,2,1516,-93.629415,42.040645,167000
0534400290,2009,2,1313,-93.628658,42.038492,153000
0534402060,2009,7,1292,-93.62731269999999,42.0407264,145100
0534402140,2009,11,1154,-93.627836,42.040011,154000
0534402170,2009,6,2140,-93.627985,42.039902,177500
0534403370,2009,8,1445,-93.626979,42.040888,158000
0534426110,2009,7,1041,-93.624581,42.041104,124500
0534429150,2009,9,1576,-93.622685,42.039463,174500
0534431130,2009,2,960,-93.62169899999999,42.038596,122000
0534450150,2009,12,708,-93.629499,42.035489,82500
0534451110,2009,7,1203,-93.62919,42.035443,110000
0534475185,2009,2,1505,-93.625633,42.03464,149500
0534475250,2009,4,1691,-93.62568,42.036182,175000
0534476150,2009,10,1644,-93.623705,42.034741,167000
0534476320,2009,6,1050,-93.624612,42.037452,128900
0534477110,2009,9,1668,-93.622644,42.035951,140000
0534478230,2009,7,1113,-93.622494,42.036178,147000
0535101120,2009,4,1584,-93.619673,42.049306,124000
0535104120,2009,4,1453,-93.617963,42.048294,187500
0535105100,2009,7,1394,-93.615686,42.046827,159000
0535125070,2009,7,1567,-93.615602,42.048608,256000
0535125090,2009,10,1986,-93.615558,42.048724,205000
0535126010,2009,6,2142,-93.614619,42.04806,193500
0535126100,2009,7,1392,-93.614216,42.04579,110000
0535150070,2009,6,1738,-93.619029,42.044886,104900
0535151040,2009,6,1144,-93.618784,42.043966,150000
0535152230,2009,6,1478,-93.61864,42.044125,156500
0535154060,2009,8,1329,-93.61488,42.043991,176000
0535154130,2009,6,988,-93.616434,42.044083,149500
0535175030,2009,4,1632,-93.614751,42.045473,139000
0535175050,2009,6,1215,-93.614059,42.044914,155000
0535178040,2009,11,1202,-93.614768,42.04297,120000
0535178120,2009,7,1382,-93.61588,42.042233,153000
0535179160,2009,11,1200,-93.614543,42.043238,144000
0535301170,2009,10,1297,-93.618478,42.040857,153000
0535302120,2009,12,1866,-93.6165473,42.0404571,135000
0535303110,2009,2,1062,-93.618549,42.039674,131000
0535303150,2009,11,1319,-93.6190376,42.0385265,123000
0535304100,2009,10,1112,-93.617219,42.038356,126000
0535325290,2009,11,1005,-93.6124,42.038398,115000
0535351050,2009,6,1363,-93.617207,42.037122,164900
0535352090,2009,8,793,-93.6167912,42.0372232,113000
0535353040,2009,3,1031,-93.618605,42.034918,145500
0535353060,2009,8,1210,-93.618607,42.034686,102900
0535353140,2009,8,1699,-93.62008,42.034754,95000
0535353240,2009,12,1527,-93.620336,42.036223,152500
0535354070,2009,8,1200,-93.61719,42.035829,129900
0535354100,2009,5,972,-93.617182,42.034746,132000
0535375010,2009,8,792,-93.61462060000001,42.0380659,99900
0535375050,2009,8,1656,-93.61442090000001,42.037679,135000
0535376060,2009,8,1352,-93.61239,42.037144,149000
0535377150,2009,5,1039,-93.612241,42.037328,114000
0535378020,2009,5,792,-93.614049,42.036015,109500
0535378120,2009,12,1078,-93.615465,42.036002,125000
0535381040,2009,6,2377,-93.614049,42.034668,142900
0535382100,2009,8,1690,-93.613899,42.034574,156500
0535383060,2009,6,599,-93.6117397,42.0347572,59000
0535383070,2009,10,1374,-93.61202999999999,42.0347398,105000
0535383110,2009,6,846,-93.612253,42.035257,106000
0535383120,2009,11,725,-93.612254,42.03528,78500
0535402010,2009,8,2544,-93.610355,42.0417879,190000
0535402090,2009,6,1380,-93.607655,42.04015,154000
0535402270,2009,5,1040,-93.610588,42.040295,163000
0535402330,2009,8,2634,-93.610649,42.04124,200000
0535403190,2009,9,951,-93.60819599999999,42.038509,143500
0535403210,2009,4,1105,-93.608927,42.038349,135000
0535403280,2009,5,1306,-93.609226,42.039047,153000
0535425070,2009,12,1478,-93.606573,42.040766,157500
0535426150,2009,4,1142,-93.60552,42.038811,113500
0535450070,2009,9,1268,-93.609059,42.037129,133000
0535450160,2009,6,1040,-93.608977,42.035712,92900
0535450200,2009,12,1133,-93.61061,42.035787,128500
0535451170,2009,6,1040,-93.608903,42.035841,90000
0535451250,2009,5,1904,-93.60891,42.037233,138000
0535452090,2009,3,1041,-93.606891,42.03602,128000
0535452100,2009,5,1339,-93.606889,42.035968,139000
0535452140,2009,9,732,-93.607814,42.03572,118900
0535453100,2009,7,1183,-93.605968,42.035706,138000
0535453200,2009,7,1148,-93.606786,42.037214,132500
0535454100,2009,8,1461,-93.609945,42.03475419999999,133500
0535454160,2009,8,1495,-93.610605,42.034858,135000
0535475010,2009,3,1806,-93.604987,42.037049,144750
0535476110,2009,11,941,-93.604047,42.038948,145000
0535476240,2009,4,1045,-93.603879,42.038257,127000
0535477150,2009,8,894,-93.603701,42.035287,109500
0902101010,2009,12,1224,-93.6179738,42.0342224,115000
0902102080,2009,5,1230,-93.615583,42.033273,110000
0902103100,2009,6,1378,-93.619013,42.0320748,128900
0902103120,2009,6,1944,-93.6195025,42.0323259,103500
0902103170,2009,8,1131,-93.62026,42.032396,66500
0902105050,2009,7,1306,-93.615598,42.032202,130000
0902105060,2009,3,1464,-93.615599,42.032108,129000
0902106010,2009,10,1558,-93.61953609999999,42.0319053,150000
0902106060,2009,12,2372,-93.618486,42.031305,107500
0902109130,2009,10,1701,-93.6200683,42.0304742,94550
0902109140,2009,7,1960,-93.620216,42.030327,124500
0902110080,2009,9,1389,-93.61763669999999,42.0303538,135000
0902134120,2009,7,1447,-93.615381,42.030282,103000
0902135020,2009,2,936,-93.6129105,42.0310603,93000
0902201110,2009,3,1328,-93.608866,42.033381,129500
0902202150,2009,11,1387,-93.607776,42.033579,93000
0902204080,2009,11,861,-93.608829,42.032048,80000
0902205010,2009,10,612,-93.606842,42.032301,45000
0902205030,2009,5,968,-93.606841,42.032227,37900
0902206260,2009,12,886,-93.610469,42.030523,91300
0902207170,2009,2,792,-93.606788,42.030196,99500
0902300090,2009,6,1452,-93.61864800000001,42.0296722,113000
0902301060,2009,6,1510,-93.617054,42.029007,87500
0902301080,2009,4,1284,-93.6178679,42.0290352,110000
0902325070,2009,11,2138,-93.613887,42.028957,106000
0902326030,2009,5,2640,-93.612245,42.029305,265979
0902327070,2009,6,2007,-93.610588,42.029001,160000
0902329080,2009,5,1288,-93.6130761,42.0281106,119000
0902330040,2009,11,1742,-93.610582,42.028104,168000
0902331010,2009,6,816,-93.614861199999993,42.0276972,58500
0902402150,2009,6,1022,-93.6076506,42.0282044,85000
0902405100,2009,9,1869,-93.608704,42.027062,124900
0902405120,2009,9,1480,-93.608707,42.0272,119000
0902406070,2009,9,1521,-93.607058,42.027227,146500
0902477120,2009,11,720,-93.605207,42.023218,34900
0902477130,2009,9,797,-93.605421,42.023222,44000
0903200080,2009,5,1576,-93.6289369,42.03399599999999,223500
0903201020,2009,9,1432,-93.628848,42.033558,149000
0903201080,2009,10,1548,-93.62798149999999,42.0333765,205000
0903202170,2009,5,1654,-93.625968,42.031564,137000
0903205040,2009,5,952,-93.626116,42.031542,121000
0903226130,2009,7,1324,-93.624564,42.033406,128000
0903226170,2009,7,1176,-93.624567,42.033616,134900
0903227070,2009,5,1348,-93.622513,42.03329,117000
0903227090,2009,5,1412,-93.623515,42.033347,132500
0903228070,2009,6,1142,-93.62167699999999,42.033496,93000
0903228120,2009,1,904,-93.622443,42.033474,119000
0903230100,2009,10,1301,-93.624689,42.031395,100000
0903231010,2009,4,1539,-93.623645,42.03252,141500
0903231030,2009,7,1573,-93.623644,42.03246,133000
0903231060,2009,1,800,-93.623643,42.032359,60000
0903231130,2009,11,875,-93.623629,42.031292,105000
0903232060,2009,3,995,-93.622565,42.032375,115000
0903234220,2009,2,1582,-93.621351,42.03235,150000
0903236040,2009,8,1072,-93.6213592,42.0310861,126500
0903400220,2009,7,2134,-93.62725999999999,42.030062,214500
0903425245,2009,10,2019,-93.625362,42.026759,167500
0903427120,2009,6,1768,-93.621525,42.028948,155000
0903429080,2009,6,1826,-93.621504,42.027854,155000
0903429110,2009,6,1944,-93.621506,42.027998,179900
0903430060,2009,7,2229,-93.621635,42.027039,104000
0903430070,2009,9,2128,-93.621633,42.026956,62500
0903451090,2009,8,1930,-93.628299,42.025306,149000
0903458170,2009,1,1208,-93.626716,42.023085,103000
0903475100,2009,2,1427,-93.621862,42.025796,123000
0903476090,2009,5,1864,-93.6217097,42.0260296,97500
0903481120,2009,8,1666,-93.6250433,42.0242487,135000
0903481130,2009,7,892,-93.625154,42.024143,70000
0903484110,2009,2,1403,-93.599575,42.022828,116000
0904100190,2009,9,704,-93.659205,42.032681,88750
0904301060,2009,3,1200,-93.658207,42.028101,179000
0904301070,2009,3,1200,-93.658173,42.028098,179000
0904301100,2009,7,1152,-93.657107,42.028049,159900
0904301375,2009,3,904,-93.6601886,42.0269586,61000
0904351200,2009,7,1369,-93.657241,42.022825,103600
0904351240,2009,3,1112,-93.658381,42.022978,63000
0905101260,2009,10,1464,-93.669839,42.033376,175000
0905101490,2009,6,1121,-93.675401,42.033633,139000
0905103040,2009,7,1683,-93.672288,42.032367,172500
0905103070,2009,4,1052,-93.673382,42.032388,113500
0905105190,2009,6,899,-93.677991,42.029863,130000
0905107310,2009,6,1034,-93.672651,42.031342,149900
0905108190,2009,4,858,-93.671849,42.030628,134900
0905108220,2009,7,860,-93.671369,42.031138,137000
0905200220,2009,9,1092,-93.666432,42.033427,139000
0905200260,2009,7,1774,-93.66636,42.033277,165000
0905200350,2009,3,1138,-93.666813,42.032302,148000
0905225090,2009,10,2071,-93.662126,42.032652,165000
0905228050,2009,6,660,-93.659279,42.032564,63900
0905229040,2009,11,1788,-93.660877,42.032503,161500
0905325020,2009,6,1473,-93.66798,42.026548,143000
0905377010,2009,4,1229,-93.671177,42.023229,135000
0905377130,2009,3,861,-93.6721573,42.0240278,82500
0905401100,2009,11,1867,-93.666242,42.028468,190000
0905402060,2009,6,1733,-93.665996,42.027656,139600
0905402070,2009,10,1383,-93.665994,42.027506,122000
0905450020,2009,11,1689,-93.667776,42.024483,127500
0905451300,2009,2,1073,-93.668212,42.023982,121500
0905451340,2009,6,1276,-93.667209,42.023916,60000
0905452040,2009,7,1639,-93.66527099999999,42.026133,154400
0905452050,2009,8,672,-93.66526999999999,42.025996,113000
0905475160,2009,9,1089,-93.660147,42.026307,125000
0905475500,2009,1,845,-93.663366,42.024993,84000
0905476230,2009,2,1049,-93.6641939,42.0246851,139500
0905478030,2009,1,1716,-93.66104,42.02472119999999,131000
0905480030,2009,10,1258,-93.661005,42.023548,105000
0905480210,2009,10,1510,-93.659855,42.022754,108000
0906201021,2009,7,1061,-93.684708,42.034183,162000
0906201050,2009,9,1338,-93.685733,42.033714,156500
0906201130,2009,9,2132,-93.685986,42.0318449,316600
0906203120,2009,6,2196,-93.68341,42.03254,271900
0906223060,2009,7,1775,-93.681063,42.030625,213000
0906223080,2009,8,1879,-93.682025,42.030623,239900
0906223210,2009,6,2020,-93.682176,42.030678,239500
0906226060,2009,6,2016,-93.679789,42.03252,131000
0906226070,2009,6,1535,-93.679784,42.031622,118964
0906226080,2009,6,1224,-93.6791403,42.031834,153337
0906226100,2009,6,1535,-93.679784,42.031545,118858
0906226110,2009,6,1535,-93.67952729999999,42.0314669,118858
0906226120,2009,6,2240,-93.67909689999999,42.0314606,142953
0906226130,2009,6,1229,-93.6791456,42.0312822,148325
0906226140,2009,6,1513,-93.679781,42.03057,113722
0906230010,2009,10,2787,-93.679856,42.030531,269500
0906230020,2009,10,2787,-93.6791251,42.0310946,269500
0906230030,2009,10,2787,-93.679181,42.0309301,269500
0906340100,2009,7,1680,-93.687067,42.026626,323262
0906340110,2009,9,1718,-93.688859,42.026482,297000
0906340120,2009,1,1630,-93.688993,42.026414,295493
0906340130,2009,11,1720,-93.689091,42.026372,332000
0906378110,2009,6,1468,-93.690266,42.025707,239900
0906380050,2009,4,1768,-93.690971,42.025293,212000
0906380060,2009,4,1838,-93.690364,42.025577,272500
0906380100,2009,5,1800,-93.689072,42.024628,239000
0906380130,2009,3,1604,-93.689071,42.024596,220000
0906380210,2009,5,1290,-93.691433,42.024613,200000
0906380220,2009,3,1254,-93.69157,42.024765,221800
0906392070,2009,2,1232,-93.690111,42.024327,194500
0906392110,2009,3,1498,-93.689066,42.024399,237000
0906392130,2009,7,1422,-93.689081,42.02322,173000
0906402060,2009,8,1644,-93.685125,42.029772,275000
0906426210,2009,6,1759,-93.679297,42.02792,233500
0906475070,2009,6,2126,-93.68256459999999,42.0255464,185000
0907126010,2009,11,1040,-93.691883,42.021171,152000
0907126050,2009,10,990,-93.692135,42.021176,143000
0907130100,2009,8,1764,-93.688372,42.021207,231500
0907131090,2009,4,1661,-93.690401,42.020817,212000
0907131190,2009,12,1463,-93.691355,42.019784,207000
0907135040,2009,6,1097,-93.691585,42.018996,145000
0907135170,2009,5,990,-93.69286679999999,42.0197228,138000
0907175100,2009,3,1779,-93.690548,42.018597,197900
0907180130,2009,6,1501,-93.690324,42.017569,204000
0907181100,2009,9,1431,-93.691667,42.016903,192000
0907185050,2009,4,1772,-93.688383,42.018667,200000
0907192030,2009,7,1660,-93.689431,42.016862,195000
0907192090,2009,3,1573,-93.691175,42.016399,227000
0907194010,2009,6,1840,-93.689438,42.01571,230000
0907194110,2009,6,1430,-93.689942,42.016551,187100
0907194160,2009,4,1444,-93.691672,42.01613,203000
0907196060,2009,7,1492,-93.688628,42.015713,201000
0907200230,2009,8,1040,-93.686916,42.021384,124000
0907201220,2009,7,907,-93.687212,42.020087,140000
0907201280,2009,10,914,-93.687219,42.019184,134900
0907202050,2009,9,1040,-93.685068,42.019697,150500
0907202080,2009,7,864,-93.684887,42.019548,136500
0907202130,2009,10,1268,-93.684954,42.019691,143500
0907227030,2009,8,864,-93.683157,42.020666,133500
0907227080,2009,9,894,-93.683159,42.020991,123000
0907227110,2009,4,768,-93.68317,42.021788,133900
0907227290,2009,3,768,-93.68351,42.020843,133000
0907250070,2009,9,1611,-93.687819,42.017109,250000
0907252060,2009,6,2184,-93.686218,42.018722,254750
0907252210,2009,6,1788,-93.68269,42.018847,236500
0907252220,2009,11,1872,-93.682623,42.01877,261500
0907253130,2009,5,2153,-93.682983,42.018703,313000
0907260030,2009,11,1725,-93.686744,42.016973,198500
0907265010,2009,5,1870,-93.685673,42.016978,211000
0907275010,2009,6,1513,-93.67914999999999,42.0181479,220000
0907275090,2009,6,1504,-93.680706,42.018875,203000
0907275140,2009,6,1828,-93.681109,42.018866,279500
0907280170,2009,8,1417,-93.681343,42.018006,210000
0907285020,2009,2,2034,-93.681411,42.017856,219500
0907285050,2009,7,1716,-93.680782,42.017856,191000
0907290070,2009,6,1212,-93.68218,42.016819,178000
0907290090,2009,10,1630,-93.68167,42.016797,213000
0907290180,2009,6,848,-93.681297,42.016274,144000
0907290210,2009,5,848,-93.681439,42.016271,140000
0907410130,2009,1,1602,-93.684115,42.016468,293200
0907412020,2009,4,1728,-93.685333,42.013957,190000
0907414020,2009,8,1500,-93.686051,42.014054,190000
0907414080,2009,2,1476,-93.684536,42.013512,173500
0907420040,2009,7,1396,-93.6843,42.013392,170000
0908102050,2009,5,1126,-93.67830500000001,42.020123,108000
0908102270,2009,3,1486,-93.677407,42.021246,167000
0908102290,2009,5,816,-93.676372,42.021219,100000
0908128060,2009,7,1922,-93.672234,42.018988,198500
0908151050,2009,7,1426,-93.6755239,42.0186549,159500
0908152035,2009,7,1149,-93.6739723,42.0196717,127000
0908152100,2009,10,1125,-93.675248,42.018928,125000
0908186080,2009,4,1072,-93.669952,42.01896,145500
0908201040,2009,6,698,-93.664779,42.022478,118000
0908203090,2009,3,876,-93.666315,42.019423,85000
0908225290,2009,6,1368,-93.664685,42.020321,120000
0908225370,2009,4,1529,-93.6644556,42.0217997,98000
0908229020,2009,7,864,-93.659191,42.021496,99900
0908250030,2009,7,944,-93.664812,42.019004,82000
0908275040,2009,8,1678,-93.6644024,42.01822,119900
0908275110,2009,5,1560,-93.66433599999999,42.019381,103500
0908276150,2009,10,960,-93.663302,42.018592,112000
0909101010,2009,8,1196,-93.657963,42.022092,110000
0909101100,2009,9,1298,-93.656664,42.022088,122000
0909101140,2009,7,1604,-93.655674,42.022091,117000
0909129090,2009,7,1268,-93.651825,42.020123,160000
0909175080,2009,1,438,-93.651786,42.017564,60000
0909178160,2009,7,1489,-93.64857,42.016921,139500
0909179020,2009,8,3082,-93.651669,42.016182,197000
0909250080,2009,3,1242,-93.646555,42.019094,105000
0909250220,2009,12,1981,-93.648414,42.018931,135000
0909251050,2009,10,1232,-93.646655,42.017889,147500
0909251170,2009,10,1608,-93.648429,42.017835,137450
0909252020,2009,4,1135,-93.6459433,42.0189256,155000
0909253010,2009,3,1913,-93.646881,42.016943,177000
0909253180,2009,8,1477,-93.648419,42.016835,145000
0909254010,2009,5,1228,-93.644704,42.016957,137000
0909257050,2009,6,2080,-93.644636,42.016067,234000
0909275080,2009,2,1567,-93.6428055,42.0191252,205000
0909276110,2009,11,1494,-93.6397,42.019181,177500
0909276200,2009,6,1308,-93.642371,42.018707,160000
0909277090,2009,6,1273,-93.64012,42.017583,155000
0909277100,2009,8,964,-93.640592,42.017574,163500
0909278020,2009,7,1343,-93.644295,42.016684,154900
0909279010,2009,7,2480,-93.6439975,42.0158534,205000
0909282130,2009,10,1112,-93.639431,42.016152,144800
0909425060,2009,7,1564,-93.642945,42.014688,174500
0909425130,2009,5,1561,-93.642885,42.013169,193000
0909426090,2009,10,1523,-93.640762,42.014943,158000
0909427200,2009,8,1152,-93.641356,42.013753,158500
0909428240,2009,1,1906,-93.639407,42.0125,224000
0909451040,2009,5,1032,-93.645743,42.009489,115000
0909451100,2009,10,1229,-93.645743,42.009489,137000
0909451140,2009,7,1229,-93.645743,42.009489,121000
0909451180,2009,5,1229,-93.645743,42.009489,124000
0909452050,2009,4,1982,-93.644864,42.010636,208000
0909475040,2009,7,2365,-93.643539,42.01141,315000
0909475300,2009,12,1680,-93.643947,42.009134,222000
0910202070,2009,7,1344,-93.62529,42.022721,147000
0910204050,2009,12,2168,-93.626839,42.021425,123000
0910205020,2009,7,1192,-93.625299,42.021596,78000
0911103050,2009,10,1526,-93.616895,42.020184,85000
0911104060,2009,5,572,-93.615395,42.020002,75000
0911370500,2009,6,1648,-93.6165709,42.008683,230000
0912251110,2009,3,810,-93.588227,42.0183,57625
0914465020,2009,5,2052,-93.606944,41.996888,251000
0914465055,2009,4,1710,-93.607055,41.997119,240000
0914474070,2009,6,1961,-93.603717,41.99539,215000
0914475010,2009,4,926,-93.604716,41.997067,156450
0914475030,2009,11,1287,-93.604491,41.997069,173000
0914476020,2009,8,1734,-93.604519,41.996919,126000
0914476380,2009,6,1217,-93.602356,41.995905,173000
0914476430,2009,4,1595,-93.602424,41.996066,152000
0916176030,2009,1,1344,-93.64978,42.001246,137500
0916176125,2009,6,2036,-93.652119,42.00138,375000
0916380070,2009,9,1620,-93.65315,41.995027,315500
0916382010,2009,7,1692,-93.651832,41.995058,224500
0916382100,2009,7,2036,-93.651867,41.993759,410000
0916382110,2009,1,1641,-93.653039,41.994727,316500
0916386140,2009,7,1466,-93.650453,41.994695,201000
0916403010,2009,3,1412,-93.646455,41.997684,175000
0916403200,2009,2,2237,-93.644884,41.998952,204000
0916403250,2009,7,1479,-93.6446004,41.9981656,213500
0916455070,2009,6,1296,-93.646793,41.996327,220000
0916460110,2009,2,2014,-93.646638,41.996093,170000
0916475040,2009,3,1838,-93.646816,41.995359,315000
0921128050,2009,5,1978,-93.651703,41.992964,425000
0923201100,2009,4,1008,-93.6042638,41.9935397,139500
0923202060,2009,11,1771,-93.608359,41.992193,115000
0923203110,2009,6,1204,-93.608196,41.993128,162000
0923203190,2009,6,1224,-93.60821,41.992122,165000
0923225360,2009,11,988,-93.604252,41.991786,91000
0923225490,2009,11,874,-93.604218,41.992919,130000
0923226270,2009,5,630,-93.603479,41.992185,86000
0923227080,2009,3,1404,-93.600636,41.9928219,160000
0923228110,2009,4,630,-93.603111,41.99217,80000
0923228150,2009,5,1344,-93.601975,41.992539,97000
0923228230,2009,8,1092,-93.60176,41.991786,88000
0923230200,2009,7,796,-93.601127,41.991365,131900
0923252075,2009,8,1091,-93.606688,41.987535,131250
0923275040,2009,7,1110,-93.604928,41.988776,165500
0923275140,2009,3,833,-93.603867,41.988222,112000
0923276260,2009,6,883,-93.60277699999999,41.987659,149000
0923400025,2009,10,1362,-93.609453,41.986502,143000
0923400110,2009,7,1287,-93.606925,41.986509,130000
0924100040,2009,5,1567,-93.59986599999999,41.991493,196000
0924100060,2009,4,1632,-93.600191,41.99095,173000
0526351030,2008,5,1414,-93.6188286,42.0525525,176500
0526353050,2008,5,2117,-93.61632890000001,42.051446,237500
0526354070,2008,6,2112,-93.617424,42.049587,206900
0527105050,2008,4,1604,-93.639062,42.05996,187500
0527106050,2008,10,1470,-93.637796,42.061231,165000
0527106140,2008,5,1604,-93.638775,42.060771,195500
0527106150,2008,7,1638,-93.638778,42.060822,192000
0527107010,2008,11,1636,-93.637482,42.060369,173000
0527107090,2008,11,1384,-93.636718,42.060639,177900
0527107210,2008,8,1446,-93.63694799999999,42.0623,175000
0527127140,2008,8,1593,-93.633876,42.062976,286000
0527131110,2008,7,1682,-93.633781,42.061374,247900
0527140090,2008,10,1337,-93.633905,42.060865,180000
0527145090,2008,8,1280,-93.633797,42.06076,180000
0527161010,2008,7,1604,-93.639151,42.059408,181000
0527162180,2008,4,1633,-93.639007,42.059364,183000
0527163100,2008,6,1658,-93.637763,42.059411,188000
0527164120,2008,10,1895,-93.636798,42.058445,194500
0527165010,2008,9,1709,-93.637279,42.05701,185000
0527183030,2008,10,1228,-93.632013,42.059518,189000
0527183060,2008,4,1337,-93.631581,42.059636,188500
0527208010,2008,7,2500,-93.628831,42.061394,355000
0527212050,2008,6,2504,-93.628901,42.06056,325000
0527214030,2008,9,1884,-93.627911,42.060241,387000
0527226020,2008,5,1474,-93.622299,42.059792,115000
0527252080,2008,7,1710,-93.629808,42.058896,334000
0527276040,2008,7,1488,-93.6225667,42.0586718,133000
0527301170,2008,11,2093,-93.6391494,42.056015,215000
0527301245,2008,6,1688,-93.639715,42.054514,226500
0527302050,2008,6,1422,-93.637825,42.054562,175500
0527302070,2008,7,1260,-93.637808,42.054439,181900
0527302185,2008,8,2064,-93.636511,42.055358,235000
0527302210,2008,3,1782,-93.636505,42.054503,220000
0527325070,2008,7,2872,-93.635111,42.054455,272000
0527325240,2008,11,1211,-93.630299,42.054211,161000
0527326130,2008,3,1126,-93.633168,42.055432,175000
0527354160,2008,3,2044,-93.635153,42.052544,185000
0527357110,2008,6,1308,-93.637105,42.050326,146900
0527357180,2008,12,2840,-93.63719,42.051473,292500
0527358120,2008,5,1523,-93.633905,42.050679,180000
